1.00005	2.48401e+104	0.155525	0.271449
1.00005	1.43833e+108	0.090827	0.105369
1.00004	1.47014e+98	0.000973225	0.102071
1.00001	2.05576e+32	0.000818968	0.00866485
0.999988	69.3853	0.0007689	0.00863099
1.00002	1.40872e+37	0.000854015	0.00873899
1.00001	4.06005e+30	0.000923157	0.00884104
1.00003	9.90648e+62	0.000921965	0.00879407
1.00005	2.58693e+100	0.000869036	0.00873995
1.00004	1.11777e+93	0.000818968	0.0088799
0.999966	39.138	0.000823021	0.00869298
1.00003	2.71262e+75	0.000873089	0.00869012
0.999997	244.409	0.000832081	0.00880909
0.999953	37.5193	0.000880003	0.00869012
0.99997	40.3702	0.000864029	0.00851011
0.99996	38.1644	0.000943899	0.00872111
1.00003	1.41423e+66	0.000932932	0.00866795
1.00001	-5.52272e+12	0.000840187	0.00863695
0.999951	37.329	0.000763893	0.00870299
0.999952	37.4259	0.000905991	0.00867891
1	-2.97544e+08	0.000896931	0.00889301
1.00003	2.01899e+75	0.000859022	0.00878596
0.99997	40.5034	0.000980854	0.0089221
1.00003	7.16381e+73	0.000885963	0.00872111
0.999969	40.0472	0.000816107	0.00873995
1.00004	8.57949e+86	0.00069809	0.00872993
1.00004	1.20997e+79	0.000842094	0.00876093
0.999988	69.953	0.000860929	0.00874901
1.00004	2.06941e+95	0.000818968	0.00875592
0.999996	179.958	0.000838041	0.00878596
0.999967	39.5022	0.000869036	0.00864601
0.999997	245.139	0.000880003	0.008641
0.999976	43.8888	0.000918865	0.00879097
1.00002	9.94587e+55	0.000895023	0.00868702
1.00002	7.33282e+47	0.000902891	0.00870585
0.999994	133.198	0.000882864	0.00874114
1	-107809	0.000863075	0.00869799
0.999985	59.0478	0.000980854	0.00872803
0.999979	46.8776	0.000880003	0.00861907
0.999998	277.952	0.00080204	0.00861597
0.999971	40.6304	0.000898838	0.00868988
1.00002	3.03201e+41	0.000905037	0.00878096
0.99995	37.3014	0.000967026	0.00886989
1.00005	1.22464e+103	0.000889778	0.00876784
1.00002	3.63261e+54	0.000830889	0.00865197
0.999974	42.3142	0.000873089	0.00862598
0.999997	216.316	0.000914097	0.00869513
1.00001	6.12062e+15	0.000948191	0.00878692
0.999952	37.4363	0.000928879	0.00864387
1.00002	6.1949e+37	0.000842094	0.0086329
0.999998	263.599	0.00092411	0.00868487
0.999957	37.7805	0.000859976	0.00854802
1.00004	1.01916e+81	0.000859022	0.00877309
0.999988	73.7429	0.000892878	0.00868988
1.00002	1.29888e+38	0.000832081	0.00864315
0.999979	47.6347	0.000916004	0.00865197
0.99997	40.3352	0.000795841	0.00856304
1	-2.58654e+09	0.000956059	0.00865507
1	-39394.8	0.000842094	0.0087502
0.999965	38.9599	0.00078392	0.00867701
0.999978	45.3725	0.000869989	0.00871921
0.999987	64.6142	0.000793934	0.009969
0.999975	43.1811	0.000833988	0.00880098
0.999966	39.218	0.000818968	0.00869203
1.00005	9.2086e+109	0.000847101	0.00859213
0.999971	40.563	0.00089097	0.00856495
0.999966	39.101	0.000921011	0.0086391
0.999994	137.187	0.000987053	0.00871801
0.999953	37.4959	0.000953913	0.00867987
1.00003	4.52905e+64	0.000904083	0.00871706
1.00001	3.33356e+27	0.000855923	0.00863099
1.00003	2.35311e+57	0.000966072	0.00869107
0.999992	106.945	0.000919104	0.00869012
0.999962	38.3658	0.000813007	0.00864601
1.00001	2.14617e+19	0.000800133	0.00963211
1.00005	8.73989e+101	0.000814915	0.00870585
0.999971	40.9329	0.000932932	0.00866199
0.999984	57.1675	0.000943899	0.00850296
0.999996	171.373	0.000880957	0.00864697
1.00004	5.39616e+91	0.000935078	0.00858498
0.999968	39.6781	0.000824928	0.00864887
0.999982	50.9955	0.000797033	0.00868106
0.999995	165.975	0.000917196	0.00866318
1.00003	5.72283e+59	0.000855207	0.00858498
1.00001	7.90646e+15	0.000849009	0.00866199
0.999998	250.82	0.000879049	0.00987911
1.00003	4.74302e+62	0.00101089	0.00858307
1.00004	3.5312e+84	0.000905991	0.00864601
1.00004	1.02869e+92	0.00088191	0.00874186
0.999955	37.6346	0.000743866	0.00861287
1.00003	1.7771e+57	0.000853062	0.00872207
1.00003	1.1083e+64	0.000921011	0.00859904
0.999961	38.2719	0.000981092	0.00868297
1.00005	9.31044e+107	0.000897884	0.00967598
1.00004	4.60303e+79	0.000890017	0.00863004
1.00002	6.50312e+52	0.000922918	0.00861096
1.00003	2.23002e+71	0.000832081	0.00866199
0.999983	53.5769	0.000862122	0.00876403
0.99998	48.3573	0.00121689	0.008744
1.00003	1.00184e+75	0.000913858	0.00855207
