1.00005	2.48401e+104	0.018054
1.00005	1.43833e+108	0.0180678
1.00004	1.47014e+98	0.018029
1.00001	2.05576e+32	0.0180311
0.999988	69.3853	0.0180399
1.00002	1.40872e+37	0.0180469
1.00001	4.06005e+30	0.0180409
1.00003	9.90648e+62	0.0180399
1.00005	2.58693e+100	0.018034
1.00004	1.11777e+93	0.0180368
0.999966	39.138	0.01807
1.00003	2.71262e+75	0.0180008
0.999997	244.409	0.0180271
0.999953	37.5193	0.018028
0.99997	40.3702	0.0180459
0.99996	38.1644	0.018043
1.00003	1.41423e+66	0.018048
1.00001	-5.52272e+12	0.0180368
0.999951	37.329	0.018033
0.999952	37.4259	0.0180349
1	-2.97544e+08	0.018039
1.00003	2.01899e+75	0.018038
0.99997	40.5034	0.018043
1.00003	7.16381e+73	0.018039
0.999969	40.0472	0.018034
1.00004	8.57949e+86	0.0180461
1.00004	1.20997e+79	0.018044
0.999988	69.953	0.0180411
1.00004	2.06941e+95	0.018048
0.999996	179.958	0.0180259
0.999967	39.5022	0.0180318
0.999997	245.139	0.0180242
0.999976	43.8888	0.018038
1.00002	9.94587e+55	0.0180259
1.00002	7.33282e+47	0.0180602
0.999994	133.198	0.0180521
1	-107809	0.018044
0.999985	59.0478	0.018033
0.999979	46.8776	0.017977
0.999998	277.952	0.018007
0.999971	40.6304	0.0180061
1.00002	3.03201e+41	0.018019
0.99995	37.3014	0.0180209
1.00005	1.22464e+103	0.0180411
1.00002	3.63261e+54	0.018044
0.999974	42.3142	0.0180359
0.999997	216.316	0.0180402
1.00001	6.12062e+15	0.018038
0.999952	37.4363	0.0180409
1.00002	6.1949e+37	0.018038
0.999998	263.599	0.0180199
0.999957	37.7805	0.0180111
1.00004	1.01916e+81	0.0180311
0.999988	73.7429	0.0180411
1.00002	1.29888e+38	0.0180259
0.999979	47.6347	0.018069
0.99997	40.3352	0.0180609
1	-2.58654e+09	0.0180368
1	-39394.8	0.0180371
0.999965	38.9599	0.0180361
0.999978	45.3725	0.0180461
0.999987	64.6142	0.0180459
0.999975	43.1811	0.0180311
0.999966	39.218	0.018039
1.00005	9.2086e+109	0.0180321
0.999971	40.563	0.0180328
0.999966	39.101	0.0180368
0.999994	137.187	0.018019
0.999953	37.4959	0.0180352
1.00003	4.52905e+64	0.0180359
1.00001	3.33356e+27	0.0180309
1.00003	2.35311e+57	0.0180411
0.999992	106.945	0.0180559
0.999962	38.3658	0.0180349
1.00001	2.14617e+19	0.0180349
1.00005	8.73989e+101	0.0180209
0.999971	40.9329	0.0180242
0.999984	57.1675	0.0180271
0.999996	171.373	0.0180321
1.00004	5.39616e+91	0.0180309
0.999968	39.6781	0.0180409
0.999982	50.9955	0.018029
0.999995	165.975	0.0180609
1.00003	5.72283e+59	0.018038
1.00001	7.90646e+15	0.0180418
0.999998	250.82	0.018043
1.00003	4.74302e+62	0.0180461
1.00004	3.5312e+84	0.0180459
1.00004	1.02869e+92	0.018039
0.999955	37.6346	0.0180418
1.00003	1.7771e+57	0.0180302
1.00003	1.1083e+64	0.018039
0.999961	38.2719	0.0180359
1.00005	9.31044e+107	0.0180249
1.00004	4.60303e+79	0.0180461
1.00002	6.50312e+52	0.0180612
1.00003	2.23002e+71	0.018034
0.999983	53.5769	0.0180349
0.99998	48.3573	0.0180352
1.00003	1.00184e+75	0.0180092
